Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Retail Sales People,Product ID,Category,Sub-Category,Product Name,Returned,Sales,Quantity,Discount,Profit,Lead_Time_Days,Ship_Mode_encoded,Latitude,Longitude
1608,US-2016-115819,2016-04-19,2016-04-24,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,90049,West,Anna Andreadi,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",0,5.84,1,0.2,1.971,5,2,36.09282679404764,-85.23751946320377
1609,US-2016-115819,2016-04-19,2016-04-24,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,90049,West,Anna Andreadi,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",0,22.72,4,0.0,10.224,5,2,36.09282679404764,-85.23751946320377
1610,US-2016-115819,2016-04-19,2016-04-24,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,90049,West,Anna Andreadi,OFF-BI-10000591,Office Supplies,Binders,Avery Binder Labels,0,9.336,3,0.2,3.2676,5,2,36.09282679404764,-85.23751946320377
1611,CA-2014-156349,2014-05-26,2014-05-30,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Los Angeles,California,90008,West,Anna Andreadi,FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,1,290.666,2,0.15,27.3568,4,3,36.09282679404764,-85.23751946320377
1612,CA-2014-156349,2014-05-26,2014-05-30,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Los Angeles,California,90008,West,Anna Andreadi,TEC-PH-10000441,Technology,Phones,VTech DS6151,1,201.584,2,0.2,20.1584,4,3,36.09282679404764,-85.23751946320377
1613,CA-2014-156349,2014-05-26,2014-05-30,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Los Angeles,California,90008,West,Anna Andreadi,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,1,83.984,2,0.2,31.494,4,3,36.09282679404764,-85.23751946320377
1614,CA-2017-138380,2017-12-21,2017-12-25,Standard Class,YS-21880,Yana Sorensen,Corporate,United States,Oakland,California,94601,West,Anna Andreadi,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,0,1000.02,7,0.0,290.0058,4,3,28.01653341575905,-96.83708653238384
1615,US-2016-113509,2016-03-15,2016-03-19,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Chuck Magee,TEC-AC-10004855,Technology,Accessories,V7 USB Numeric Keypad,0,83.976,3,0.2,-13.6461,4,3,26.510382578061424,-119.55570684625017
1616,CA-2015-130022,2015-10-08,2015-10-08,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Eagan,Minnesota,55122,Central,Kelly Williams,OFF-LA-10002787,Office Supplies,Labels,Avery 480,0,3.75,1,0.0,1.8,0,3,41.93271767996247,-114.3181859575222
1617,CA-2015-130022,2015-10-08,2015-10-08,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Eagan,Minnesota,55122,Central,Kelly Williams,OFF-LA-10002043,Office Supplies,Labels,Avery 489,0,41.4,4,0.0,19.872,0,3,41.93271767996247,-114.3181859575222
1618,CA-2015-130022,2015-10-08,2015-10-08,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Eagan,Minnesota,55122,Central,Kelly Williams,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,0,29.79,3,0.0,12.5118,0,3,41.93271767996247,-114.3181859575222
1619,US-2016-118780,2016-10-09,2016-10-09,Second Class,PN-18775,Parhena Norris,Home Office,United States,New York City,New York,10011,East,Chuck Magee,OFF-ST-10000352,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,0,59.48,2,0.0,8.922,0,2,43.12277265536933,-88.66223162741748
1620,US-2016-118780,2016-10-09,2016-10-09,Second Class,PN-18775,Parhena Norris,Home Office,United States,New York City,New York,10011,East,Chuck Magee,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",0,6.69,1,0.0,3.0774,0,2,43.12277265536933,-88.66223162741748
1621,CA-2017-108560,2017-08-07,2017-08-07,Standard Class,JC-15385,Jenna Caffey,Consumer,United States,Kent,Washington,98031,West,Anna Andreadi,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",0,198.46,2,0.0,99.23,0,3,46.91567795700651,-89.4508070574231
1622,CA-2017-108560,2017-08-07,2017-08-07,Standard Class,JC-15385,Jenna Caffey,Consumer,United States,Kent,Washington,98031,West,Anna Andreadi,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",0,786.48,8,0.0,385.3752,0,3,46.91567795700651,-89.4508070574231
1623,CA-2017-108560,2017-08-07,2017-08-07,Standard Class,JC-15385,Jenna Caffey,Consumer,United States,Kent,Washington,98031,West,Anna Andreadi,OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",0,23.168,2,0.2,7.8192,0,3,46.91567795700651,-89.4508070574231
1624,CA-2017-108560,2017-08-07,2017-08-07,Standard Class,JC-15385,Jenna Caffey,Consumer,United States,Kent,Washington,98031,West,Anna Andreadi,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,0,50.0,2,0.0,10.5,0,3,46.91567795700651,-89.4508070574231
1625,CA-2015-157084,2015-12-19,2015-12-24,Standard Class,JG-15160,James Galang,Consumer,United States,Los Angeles,California,90049,West,Anna Andreadi,TEC-PH-10002922,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,0,675.96,5,0.2,84.495,5,3,36.09282679404764,-85.23751946320377
1626,CA-2015-157084,2015-12-19,2015-12-24,Standard Class,JG-15160,James Galang,Consumer,United States,Los Angeles,California,90049,West,Anna Andreadi,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,0,1265.85,3,0.0,556.974,5,3,36.09282679404764,-85.23751946320377
1627,CA-2015-164539,2015-11-16,2015-11-22,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,New York City,New York,10011,East,Chuck Magee,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",0,523.25,5,0.0,141.2775,6,3,43.12277265536933,-88.66223162741748
1628,CA-2015-143119,2015-09-24,2015-09-30,Standard Class,MC-17275,Marc Crier,Consumer,United States,Lafayette,Louisiana,70506,South,Cassandra Brandow,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,0,517.5,6,0.0,155.25,6,3,47.48687079905941,-120.52339325860002
1629,CA-2017-101049,2017-06-21,2017-06-25,Second Class,AS-10240,Alan Shonely,Consumer,United States,Cleveland,Ohio,44105,East,Chuck Magee,FUR-FU-10004415,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",0,17.92,5,0.2,2.464,4,2,38.72227416948134,-91.43148121556456
1630,CA-2017-101049,2017-06-21,2017-06-25,Second Class,AS-10240,Alan Shonely,Consumer,United States,Cleveland,Ohio,44105,East,Chuck Magee,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,0,41.256,6,0.7,-34.38,4,2,38.72227416948134,-91.43148121556456
1631,CA-2016-106530,2016-08-05,2016-08-05,Same Day,CL-12565,Clay Ludtke,Consumer,United States,Cleveland,Ohio,44105,East,Chuck Magee,OFF-ST-10002011,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,0,1006.056,3,0.2,88.0299,0,0,38.72227416948134,-91.43148121556456
1632,CA-2016-106530,2016-08-05,2016-08-05,Same Day,CL-12565,Clay Ludtke,Consumer,United States,Cleveland,Ohio,44105,East,Chuck Magee,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,0,10.688,2,0.2,3.7408,0,0,38.72227416948134,-91.43148121556456
1633,CA-2016-106530,2016-08-05,2016-08-05,Same Day,CL-12565,Clay Ludtke,Consumer,United States,Cleveland,Ohio,44105,East,Chuck Magee,OFF-PA-10004451,Office Supplies,Paper,Xerox 222,0,10.368,2,0.2,3.6288,0,0,38.72227416948134,-91.43148121556456
1634,CA-2016-106530,2016-08-05,2016-08-05,Same Day,CL-12565,Clay Ludtke,Consumer,United States,Cleveland,Ohio,44105,East,Chuck Magee,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,0,25.12,2,0.2,1.57,0,0,38.72227416948134,-91.43148121556456
1635,CA-2016-106530,2016-08-05,2016-08-05,Same Day,CL-12565,Clay Ludtke,Consumer,United States,Cleveland,Ohio,44105,East,Chuck Magee,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,0,58.112,2,0.2,7.264,0,0,38.72227416948134,-91.43148121556456
1636,CA-2014-168984,2014-11-26,2014-11-26,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Tigard,Oregon,97224,West,Anna Andreadi,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,0,15.552,3,0.2,5.4432,0,3,34.855864009628576,-103.75986713684478
1637,CA-2014-168984,2014-11-26,2014-11-26,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Tigard,Oregon,97224,West,Anna Andreadi,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,0,669.08,5,0.2,-167.27,0,3,34.855864009628576,-103.75986713684478
1638,CA-2014-168984,2014-11-26,2014-11-26,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Tigard,Oregon,97224,West,Anna Andreadi,TEC-PH-10000038,Technology,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,0,438.336,4,0.2,-87.6672,0,3,34.855864009628576,-103.75986713684478
1639,CA-2016-157266,2016-05-26,2016-05-26,Standard Class,TB-21280,Toby Braunhardt,Consumer,United States,Washington,District of Columbia,20016,East,Chuck Magee,OFF-PA-10002689,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),0,19.44,3,0.0,9.3312,0,3,27.499012126977075,-75.1169086536985
1640,CA-2016-157266,2016-05-26,2016-05-26,Standard Class,TB-21280,Toby Braunhardt,Consumer,United States,Washington,District of Columbia,20016,East,Chuck Magee,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,0,9.64,2,0.0,4.4344,0,3,27.499012126977075,-75.1169086536985
1641,CA-2016-157266,2016-05-26,2016-05-26,Standard Class,TB-21280,Toby Braunhardt,Consumer,United States,Washington,District of Columbia,20016,East,Chuck Magee,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",0,12.7,2,0.0,5.842,0,3,27.499012126977075,-75.1169086536985
1642,CA-2016-157266,2016-05-26,2016-05-26,Standard Class,TB-21280,Toby Braunhardt,Consumer,United States,Washington,District of Columbia,20016,East,Chuck Magee,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,0,41.37,3,0.0,17.3754,0,3,27.499012126977075,-75.1169086536985
1643,US-2014-134712,2014-11-29,2014-11-29,Standard Class,BS-11380,Bill Stewart,Corporate,United States,Skokie,Illinois,60076,Central,Kelly Williams,OFF-FA-10003112,Office Supplies,Fasteners,Staples,0,12.624,2,0.2,3.945,0,3,41.01620124964447,-122.31074627920346
1644,CA-2015-111829,2015-03-19,2015-03-20,First Class,FH-14365,Fred Hopkins,Corporate,United States,Seattle,Washington,98115,West,Anna Andreadi,OFF-ST-10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,0,1247.64,3,0.0,349.3392,1,1,43.10627704648331,-89.47131304885207
1645,CA-2015-111829,2015-03-19,2015-03-20,First Class,FH-14365,Fred Hopkins,Corporate,United States,Seattle,Washington,98115,West,Anna Andreadi,TEC-CO-10001766,Technology,Copiers,Canon PC940 Copier,0,3149.93,7,0.0,1480.4671,1,1,43.10627704648331,-89.47131304885207
1646,CA-2015-111829,2015-03-19,2015-03-20,First Class,FH-14365,Fred Hopkins,Corporate,United States,Seattle,Washington,98115,West,Anna Andreadi,OFF-PA-10004359,Office Supplies,Paper,Multicolor Computer Printout Paper,0,209.7,2,0.0,100.656,1,1,43.10627704648331,-89.47131304885207
1647,CA-2015-105221,2015-01-11,2015-03-11,First Class,VM-21685,Valerie Mitchum,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Chuck Magee,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,0,35.36,2,0.2,-3.094,59,1,26.510382578061424,-119.55570684625017
1648,CA-2015-105221,2015-01-11,2015-03-11,First Class,VM-21685,Valerie Mitchum,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Chuck Magee,OFF-FA-10001135,Office Supplies,Fasteners,"Brites Rubber Bands, 1 1/2 oz. Box",0,3.168,2,0.2,-0.7128,59,1,26.510382578061424,-119.55570684625017
1649,CA-2015-120341,2015-09-26,2015-09-29,Second Class,SF-20200,Sarah Foster,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Chuck Magee,OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts,0,121.104,6,0.7,-100.92,3,2,26.510382578061424,-119.55570684625017
1650,CA-2015-120341,2015-09-26,2015-09-29,Second Class,SF-20200,Sarah Foster,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Chuck Magee,TEC-PH-10003357,Technology,Phones,Grandstream GXP2100 Mainstream Business Phone,0,45.894,1,0.4,-9.1788,3,2,26.510382578061424,-119.55570684625017
1651,CA-2014-135699,2014-08-29,2014-08-29,Same Day,HH-15010,Hilary Holden,Corporate,United States,San Francisco,California,94110,West,Anna Andreadi,OFF-PA-10004475,Office Supplies,Paper,Xerox 1940,1,109.92,2,0.0,53.8608,0,0,35.9461907101502,-78.59947715690333
1652,CA-2014-135699,2014-08-29,2014-08-29,Same Day,HH-15010,Hilary Holden,Corporate,United States,San Francisco,California,94110,West,Anna Andreadi,OFF-PA-10003001,Office Supplies,Paper,Xerox 1986,1,13.36,2,0.0,6.4128,0,0,35.9461907101502,-78.59947715690333
1653,US-2017-132444,2017-11-18,2017-11-21,First Class,CD-12280,Christina DeMoss,Consumer,United States,Seattle,Washington,98105,West,Anna Andreadi,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,0,169.68,6,0.0,45.8136,3,1,43.10627704648331,-89.47131304885207
1654,US-2017-132444,2017-11-18,2017-11-21,First Class,CD-12280,Christina DeMoss,Consumer,United States,Seattle,Washington,98105,West,Anna Andreadi,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,0,132.52,4,0.0,54.3332,3,1,43.10627704648331,-89.47131304885207
1655,US-2017-132444,2017-11-18,2017-11-21,First Class,CD-12280,Christina DeMoss,Consumer,United States,Seattle,Washington,98105,West,Anna Andreadi,OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC,0,2.96,2,0.0,1.4208,3,1,43.10627704648331,-89.47131304885207
1656,US-2017-132444,2017-11-18,2017-11-21,First Class,CD-12280,Christina DeMoss,Consumer,United States,Seattle,Washington,98105,West,Anna Andreadi,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",0,8.448,2,0.2,2.9568,3,1,43.10627704648331,-89.47131304885207
1657,US-2017-132444,2017-11-18,2017-11-21,First Class,CD-12280,Christina DeMoss,Consumer,United States,Seattle,Washington,98105,West,Anna Andreadi,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,0,95.94,3,0.0,9.594,3,1,43.10627704648331,-89.47131304885207
1658,CA-2014-127159,2014-12-05,2014-12-05,First Class,HL-15040,Hunter Lopez,Consumer,United States,Milwaukee,Wisconsin,53209,Central,Kelly Williams,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",0,34.79,7,0.0,10.7849,0,1,37.04185796862953,-110.74245511328644
1659,CA-2017-161809,2017-01-20,2017-01-26,Standard Class,TH-21100,Thea Hendricks,Consumer,United States,Los Angeles,California,90045,West,Anna Andreadi,TEC-PH-10004922,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,0,160.776,3,0.2,10.0485,6,3,36.09282679404764,-85.23751946320377
1660,CA-2017-127285,2017-10-30,2017-10-30,Standard Class,MM-18055,Michelle Moray,Consumer,United States,Seattle,Washington,98115,West,Anna Andreadi,OFF-BI-10004330,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",0,88.752,3,0.2,27.735,0,3,43.10627704648331,-89.47131304885207
1661,CA-2017-127285,2017-10-30,2017-10-30,Standard Class,MM-18055,Michelle Moray,Consumer,United States,Seattle,Washington,98115,West,Anna Andreadi,OFF-BI-10002072,Office Supplies,Binders,Cardinal Slant-D Ring Binders,0,13.904,2,0.2,5.214,0,3,43.10627704648331,-89.47131304885207
1662,CA-2017-144526,2017-04-30,2017-06-05,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Chuck Magee,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,0,677.58,5,0.4,-158.102,36,3,26.510382578061424,-119.55570684625017
1663,CA-2017-144526,2017-04-30,2017-06-05,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Chuck Magee,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,0,13.896,3,0.7,-9.264,36,3,26.510382578061424,-119.55570684625017
1664,CA-2016-128531,2016-11-24,2016-11-26,Second Class,NS-18505,Neola Schneider,Consumer,United States,Dallas,Texas,75217,Central,Kelly Williams,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,0,41.92,5,0.2,3.668,2,2,39.82628386276278,-102.64953868079346
1665,CA-2016-128531,2016-11-24,2016-11-26,Second Class,NS-18505,Neola Schneider,Consumer,United States,Dallas,Texas,75217,Central,Kelly Williams,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,0,297.576,3,0.2,-7.4394,2,2,39.82628386276278,-102.64953868079346
1666,CA-2016-128531,2016-11-24,2016-11-26,Second Class,NS-18505,Neola Schneider,Consumer,United States,Dallas,Texas,75217,Central,Kelly Williams,OFF-FA-10002676,Office Supplies,Fasteners,Colored Push Pins,0,4.344,3,0.2,0.8688,2,2,39.82628386276278,-102.64953868079346
1667,CA-2016-128531,2016-11-24,2016-11-26,Second Class,NS-18505,Neola Schneider,Consumer,United States,Dallas,Texas,75217,Central,Kelly Williams,TEC-AC-10003023,Technology,Accessories,Logitech G105 Gaming Keyboard,0,94.992,2,0.2,-2.3748,2,2,39.82628386276278,-102.64953868079346
1668,CA-2016-128531,2016-11-24,2016-11-26,Second Class,NS-18505,Neola Schneider,Consumer,United States,Dallas,Texas,75217,Central,Kelly Williams,OFF-PA-10000167,Office Supplies,Paper,Xerox 1925,0,74.352,3,0.2,23.235,2,2,39.82628386276278,-102.64953868079346
1669,CA-2016-128531,2016-11-24,2016-11-26,Second Class,NS-18505,Neola Schneider,Consumer,United States,Dallas,Texas,75217,Central,Kelly Williams,OFF-AR-10003405,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",0,14.04,3,0.2,1.5795,2,2,39.82628386276278,-102.64953868079346
1670,US-2015-157154,2015-10-01,2015-10-01,Standard Class,MM-17920,Michael Moore,Consumer,United States,New York City,New York,10011,East,Chuck Magee,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,0,1018.104,4,0.4,-373.3048,0,3,43.12277265536933,-88.66223162741748
1671,CA-2017-159457,2017-10-19,2017-10-26,Standard Class,RD-19480,Rick Duston,Consumer,United States,Houston,Texas,77095,Central,Kelly Williams,TEC-PH-10002185,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,0,16.68,3,0.2,5.2125,7,3,32.97899501611679,-94.76306695340054
1672,CA-2016-107615,2016-03-22,2016-03-25,First Class,RB-19645,Robert Barroso,Corporate,United States,North Las Vegas,Nevada,89031,West,Anna Andreadi,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,0,58.58,2,0.0,19.3314,3,1,26.71666814062474,-83.03449918122752
1673,CA-2017-111647,2017-03-07,2017-07-07,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Plano,Texas,75023,Central,Kelly Williams,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,0,167.968,4,0.2,62.988,122,3,32.31219391210547,-82.69447584568894
1674,CA-2015-150560,2015-11-12,2015-12-12,First Class,SW-20455,Shaun Weien,Consumer,United States,Suffolk,Virginia,23434,South,Cassandra Brandow,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",0,196.62,2,0.0,96.3438,30,1,42.729332508646614,-78.46308324854564
1675,CA-2015-143077,2015-09-17,2015-09-21,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Houston,Texas,77041,Central,Kelly Williams,FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,0,21.936,2,0.6,-10.4196,4,3,32.97899501611679,-94.76306695340054
1676,CA-2015-143077,2015-09-17,2015-09-21,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Houston,Texas,77041,Central,Kelly Williams,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,0,6.588,3,0.8,-10.2114,4,3,32.97899501611679,-94.76306695340054
1677,CA-2016-122728,2016-05-18,2016-05-24,Standard Class,EB-13930,Eric Barreto,Consumer,United States,San Francisco,California,94110,West,Anna Andreadi,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,0,104.28,3,0.0,26.07,6,3,35.9461907101502,-78.59947715690333
1678,CA-2016-122728,2016-05-18,2016-05-24,Standard Class,EB-13930,Eric Barreto,Consumer,United States,San Francisco,California,94110,West,Anna Andreadi,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),0,17.94,3,0.0,8.7906,6,3,35.9461907101502,-78.59947715690333
1679,CA-2014-122882,2014-07-09,2014-09-13,Standard Class,SB-20290,Sean Braxton,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Chuck Magee,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",0,64.784,1,0.2,-14.5764,66,3,26.510382578061424,-119.55570684625017
1680,CA-2014-122882,2014-07-09,2014-09-13,Standard Class,SB-20290,Sean Braxton,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Chuck Magee,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,0,32.382,3,0.4,4.3176,66,3,26.510382578061424,-119.55570684625017
1681,CA-2014-122882,2014-07-09,2014-09-13,Standard Class,SB-20290,Sean Braxton,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Chuck Magee,FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,0,42.368,2,0.2,8.4736,66,3,26.510382578061424,-119.55570684625017
1682,CA-2014-122882,2014-07-09,2014-09-13,Standard Class,SB-20290,Sean Braxton,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Chuck Magee,TEC-MA-10004679,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,0,399.54,4,0.7,-559.356,66,3,26.510382578061424,-119.55570684625017
1683,US-2016-101497,2016-09-29,2016-09-29,Second Class,PS-18760,Pamela Stobb,Consumer,United States,Los Angeles,California,90008,West,Anna Andreadi,OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,0,18.97,1,0.0,9.1056,0,2,36.09282679404764,-85.23751946320377
1684,CA-2016-147585,2016-07-11,2016-12-11,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,San Francisco,California,94110,West,Anna Andreadi,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",0,14.82,3,0.0,6.2244,153,3,35.9461907101502,-78.59947715690333
1685,CA-2017-149489,2017-04-24,2017-04-27,First Class,DK-12835,Damala Kotsonis,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Chuck Magee,OFF-AP-10002495,Office Supplies,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",0,99.28,2,0.2,12.41,3,1,26.510382578061424,-119.55570684625017
1686,CA-2017-149489,2017-04-24,2017-04-27,First Class,DK-12835,Damala Kotsonis,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Chuck Magee,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,0,1.188,2,0.7,-0.99,3,1,26.510382578061424,-119.55570684625017
1687,CA-2017-149489,2017-04-24,2017-04-27,First Class,DK-12835,Damala Kotsonis,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Chuck Magee,OFF-BI-10002414,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,0,7.518,2,0.7,-5.7638,3,1,26.510382578061424,-119.55570684625017
1688,CA-2017-143798,2017-10-12,2017-12-12,First Class,AW-10840,Anthony Witt,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Chuck Magee,OFF-PA-10000788,Office Supplies,Paper,Xerox 210,0,10.368,2,0.2,3.6288,61,1,26.510382578061424,-119.55570684625017
1689,CA-2017-143798,2017-10-12,2017-12-12,First Class,AW-10840,Anthony Witt,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Chuck Magee,FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,0,310.88,2,0.2,23.316,61,1,26.510382578061424,-119.55570684625017
1690,CA-2014-142839,2014-08-16,2014-08-20,Standard Class,TS-21610,Troy Staebel,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Chuck Magee,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,0,853.092,6,0.4,-227.4912,4,3,26.510382578061424,-119.55570684625017
1691,CA-2017-129833,2017-09-12,2017-12-15,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,Indianapolis,Indiana,46203,Central,Kelly Williams,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",0,33.45,5,0.0,15.387,94,3,35.415725829373585,-104.83536342451683
1692,CA-2017-129833,2017-09-12,2017-12-15,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,Indianapolis,Indiana,46203,Central,Kelly Williams,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,0,10.4,5,0.0,5.096,94,3,35.415725829373585,-104.83536342451683
1693,US-2016-154361,2016-03-14,2016-03-19,Standard Class,HZ-14950,Henia Zydlo,Consumer,United States,Columbus,Ohio,43229,East,Chuck Magee,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,0,21.88,5,0.2,6.2905,5,3,30.373153982243927,-121.24326944597253
1694,US-2016-158708,2016-06-26,2016-06-29,Second Class,AB-10255,Alejandro Ballentine,Home Office,United States,Plano,Texas,75023,Central,Kelly Williams,TEC-AC-10003133,Technology,Accessories,Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive,0,13.616,2,0.2,3.5742,3,2,32.31219391210547,-82.69447584568894
